Player,Nation,Born,Min,MP,Gls,Ast,npxG,xAG,KP,PrgP,PrgC,Tkl,Int,Succ,Age,Squad,Comp,Pos,position_group,npxG_per90,xAG_per90,KP_per90,PrgP_per90,PrgC_per90,Tkl_per90,Int_per90,Succ_per90,npxG_per90_pct,npxG_per90_pct_global,npxG_per90_pct_pos,xAG_per90_pct,xAG_per90_pct_global,xAG_per90_pct_pos,KP_per90_pct,KP_per90_pct_global,KP_per90_pct_pos,PrgP_per90_pct,PrgP_per90_pct_global,PrgP_per90_pct_pos,PrgC_per90_pct,PrgC_per90_pct_global,PrgC_per90_pct_pos,Tkl_per90_pct,Tkl_per90_pct_global,Tkl_per90_pct_pos,Int_per90_pct,Int_per90_pct_global,Int_per90_pct_pos,Succ_per90_pct,Succ_per90_pct_global,Succ_per90_pct_pos,player_id,player_name,minutes_played,npxG_per90_scaled,xAG_per90_scaled,KP_per90_scaled,PrgP_per90_scaled,PrgC_per90_scaled,Tkl_per90_scaled,Int_per90_scaled,Succ_per90_scaled,cluster_id,cluster_name,gmm_probabilities_json,pca_x,pca_y
Aaron Cresswell,eng ENG,1989.0,824,18,0,0,0.2,1.3,9,36,6,11,8,1,34.0,West Ham,eng Premier League,DF,Defender,0.022,0.142,0.983,3.932,0.655,1.201,0.874,0.109,14.3,14.3,28.1,73.9,73.9,88.6,59.0,59.0,80.3,62.7,62.7,66.0,20.0,20.0,32.5,28.5,28.5,18.6,58.3,58.3,36.1,9.3,9.3,20.0,aaron_cresswell_eng_eng_1989_0,Aaron Cresswell,824,-0.7945704180115913,0.5206483040931507,0.0750616705268476,0.1823890086537439,-0.8108165224026677,-0.6004708823868996,0.1446153087750217,-0.9796290474024332,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.0092, ""Attacking Fullback / Playmaker"": 0.5495, ""Ball-Playing Defender"": 0.4412}",-0.657,-0.012
Aaron Wan-Bissaka,eng ENG,1997.0,3154,36,2,5,1.2,3.5,33,149,110,70,66,64,26.0,West Ham,eng Premier League,DF,Defender,0.034,0.1,0.942,4.252,3.139,1.997,1.883,1.826,23.3,23.3,42.8,59.6,59.6,80.1,56.3,56.3,78.5,69.8,69.8,74.7,87.7,87.7,95.7,69.5,69.5,66.9,97.5,97.5,96.1,93.6,93.6,99.1,aaron_wan_bissaka_eng_eng_1997_0,Aaron Wan-Bissaka,3154,-0.7073004898870762,0.0127962819902519,0.0115631551166551,0.3694922639718125,1.1010818641248905,0.4369140556980269,2.227622450310467,1.684218434251891,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.0095, ""Attacking Fullback / Playmaker"": 0.5842, ""Ball-Playing Defender"": 0.4063}",0.118,1.982
Aarón Martín,es ESP,1997.0,3085,36,0,8,0.9,5.5,65,90,50,71,19,12,27.0,Genoa,it Serie A,DF,Defender,0.026,0.16,1.896,2.626,1.459,2.071,0.554,0.35,17.1,17.1,33.3,79.3,79.3,92.4,91.3,91.3,97.2,30.8,30.8,26.9,51.3,51.3,62.1,72.6,72.6,69.8,35.2,35.2,9.2,31.5,31.5,54.3,aar_n_mart_n_es_esp_1997_0,Aarón Martín,3085,-0.7654804419700862,0.7382991707086789,1.4890651966123525,-0.5812261521131241,-0.191989508405825,0.5333543640124548,-0.5160014259042074,-0.6057284981428572,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.0104, ""Attacking Fullback / Playmaker"": 0.6502, ""Ball-Playing Defender"": 0.3394}",0.479,0.432
Abakar Sylla,ci CIV,2002.0,950,21,1,0,0.4,0.1,1,21,0,27,11,3,21.0,Strasbourg,fr Ligue 1,DF,Defender,0.038,0.009,0.095,1.989,0.0,2.558,1.042,0.284,26.1,26.1,47.0,7.8,7.8,17.1,3.5,3.5,8.5,16.1,16.1,10.3,0.4,0.4,0.7,88.0,88.0,89.2,70.1,70.1,54.3,26.1,26.1,46.8,abakar_sylla_ci_civ_2002_0,Abakar Sylla,950,-0.6782105138455711,-1.0875497658993627,-1.3002232486012226,-0.9536785697306546,-1.3149604206214884,1.168035852514162,0.4914390944816172,-0.7081244991848988,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3726, ""Attacking Fullback / Playmaker"": 0.2867, ""Ball-Playing Defender"": 0.3408}",-2.561,-0.277
Abdallah Sima,sn SEN,2001.0,1238,27,7,2,5.9,1.0,13,24,36,15,1,6,23.0,Brest,fr Ligue 1,"FW,MF",Forward,0.429,0.073,0.945,1.745,2.617,1.09,0.073,0.436,95.4,95.4,82.6,46.9,46.9,19.2,56.5,56.5,35.4,11.2,11.2,32.2,81.3,81.3,59.4,22.9,22.9,54.4,2.9,2.9,10.4,38.7,38.7,16.9,abdallah_sima_sn_sen_2001_0,Abdallah Sima,1238,2.1653346442115446,-0.3136800179330404,0.0162093879515472,-1.096344801910682,0.6993061162314183,-0.7451313448585414,-1.508990955218924,-0.4723034058759545,0,Clinical Finisher / Poacher,"{""Clinical Finisher / Poacher"": 0.5462, ""Dynamic Winger / Dribbler"": 0.4538}",1.245,-2.411
Abde Ezzalzouli,ma MAR,2001.0,1984,32,2,2,7.2,2.0,27,68,117,37,7,46,22.0,Betis,es La Liga,"FW,MF",Forward,0.327,0.091,1.225,3.085,5.307,1.678,0.318,2.087,90.8,90.8,68.3,55.6,55.6,29.5,70.3,70.3,53.4,43.1,43.1,73.8,98.2,98.2,94.0,55.3,55.3,87.4,17.8,17.8,55.7,95.9,95.9,88.7,abde_ezzalzouli_ma_mar_2001_0,Abde Ezzalzouli,1984,1.4235402551531666,-0.0960291513175122,0.4498577858748129,-0.3128499202662692,2.769759682962148,0.0211781320182634,-1.003206267730139,2.0891480747363285,1,Dynamic Winger / Dribbler,"{""Clinical Finisher / Poacher"": 0.4235, ""Dynamic Winger / Dribbler"": 0.5765}",2.95,-0.24
Abdel Abqar,ma MAR,1999.0,2463,29,0,1,0.9,0.3,8,79,16,36,39,3,25.0,Alavés,es La Liga,DF,Defender,0.033,0.011,0.292,2.887,0.585,1.315,1.425,0.11,22.4,22.4,41.4,9.4,9.4,20.6,17.0,17.0,37.2,37.8,37.8,35.7,16.5,16.5,27.7,34.6,34.6,25.5,89.1,89.1,82.9,9.4,9.4,20.3,abdel_abqar_ma_mar_1999_0,Abdel Abqar,2463,-0.7145729838974524,-1.063366336275415,-0.9951206257766396,-0.4286200594943242,-0.8646944962581142,-0.4519006776862947,1.2821147488008198,-0.9780775928411902,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3979, ""Attacking Fullback / Playmaker"": 0.276, ""Ball-Playing Defender"": 0.3261}",-2.3,-0.406
Abdou Harroui,nl NED,1998.0,463,10,1,2,2.2,0.4,4,21,23,9,2,6,26.0,Hellas Verona,it Serie A,"MF,FW",Midfielder,0.428,0.078,0.778,4.082,4.471,1.749,0.389,1.166,95.3,95.3,99.2,49.4,49.4,41.6,46.9,46.9,32.5,66.0,66.0,44.1,95.6,95.6,97.8,58.1,58.1,42.6,22.9,22.9,14.7,80.0,80.0,77.4,abdou_harroui_nl_ned_1998_0,Abdou Harroui,463,2.158062150201168,-0.2532214438731714,-0.2424309065241145,0.2700936595840886,2.1263027380599584,0.1137086981037282,-0.856631929723185,0.660258423831475,0,Deep-Lying Playmaker,"{""Box-to-Box / Pressing Engine"": 0.0156, ""Deep-Lying Playmaker"": 0.9844}",1.926,-0.618
Abdoulaye Bamba,ci CIV,1990.0,1510,19,0,0,0.1,0.3,6,16,1,22,19,2,34.0,Angers,fr Ligue 1,DF,Defender,0.006,0.018,0.358,0.954,0.06,1.311,1.132,0.119,3.2,3.2,7.0,14.7,14.7,30.3,21.3,21.3,44.9,1.6,1.6,0.1,0.9,0.9,1.9,34.3,34.3,25.3,75.5,75.5,62.6,10.7,10.7,21.8,abdoulaye_bamba_ci_civ_1990_0,Abdoulaye Bamba,1510,-0.9109303221776112,-0.9787243325915984,-0.8929035034090127,-1.5588406611500332,-1.268779300173963,-0.4571136673249124,0.6772375511101502,-0.9641145017900028,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3857, ""Attacking Fullback / Playmaker"": 0.2936, ""Ball-Playing Defender"": 0.3207}",-2.304,-1.2
Abdoulaye Doucouré,ml MLI,1993.0,2564,33,3,2,4.1,2.4,28,82,42,48,10,24,31.0,Everton,eng Premier League,MF,Midfielder,0.144,0.084,0.983,2.878,1.474,1.685,0.351,0.842,67.8,67.8,72.9,52.2,52.2,45.4,59.0,59.0,47.4,37.5,37.5,16.3,52.1,52.1,53.2,55.4,55.4,38.8,19.8,19.8,10.9,67.4,67.4,61.4,abdoulaye_doucour__ml_mli_1993_0,Abdoulaye Doucouré,2564,0.0926738512543118,-0.1806711550013286,0.0750616705268476,-0.4338823385501449,-0.1804442282939437,0.0303008638858446,-0.9350801669663436,0.1575871459887255,1,Box-to-Box / Pressing Engine,"{""Box-to-Box / Pressing Engine"": 0.5175, ""Deep-Lying Playmaker"": 0.4825}",0.255,-0.631
Abdoulaye Niakhate Ndiaye,sn SEN,2002.0,1707,22,1,0,1.0,0.0,1,39,5,49,11,2,22.0,Brest,fr Ligue 1,DF,Defender,0.053,0.0,0.053,2.056,0.264,2.583,0.58,0.105,36.8,36.8,64.6,2.1,2.1,4.3,1.9,1.9,4.5,17.5,17.5,11.4,5.4,5.4,10.5,88.5,88.5,90.0,37.0,37.0,11.0,8.6,8.6,18.4,abdoulaye_niakhate_ndiaye_sn_sen_2002_0,Abdoulaye Niakhate Ndiaye,1707,-0.5691231036899274,-1.1963751992071263,-1.3652705082897123,-0.914503825648434,-1.111763490652376,1.2006170377555232,-0.4623263162115202,-0.9858348656474056,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3753, ""Attacking Fullback / Playmaker"": 0.2919, ""Ball-Playing Defender"": 0.3328}",-2.308,-0.68
Abdoulaye Touré,gn GUI,1994.0,2324,28,10,1,2.2,0.4,7,109,17,61,34,17,30.0,Le Havre,fr Ligue 1,MF,Midfielder,0.085,0.015,0.271,4.221,0.658,2.362,1.317,0.658,53.2,53.2,49.4,12.8,12.8,3.6,15.6,15.6,3.2,69.2,69.2,47.9,20.1,20.1,13.9,82.8,82.8,73.6,84.5,84.5,82.7,55.6,55.6,45.1,abdoulaye_tour__gn_gui_1994_0,Abdoulaye Touré,2324,-0.3364032953578871,-1.01499947702752,-1.0276442556208845,0.3513666361128748,-0.8085074663802915,0.912599360221894,1.0591566008465796,-0.1278804932799963,1,Box-to-Box / Pressing Engine,"{""Box-to-Box / Pressing Engine"": 0.569, ""Deep-Lying Playmaker"": 0.431}",-1.922,0.621
Abdukodir Khusanov,uz UZB,2004.0,1478,19,0,0,0.2,0.4,4,68,3,20,29,1,20.0,"Manchester City, Lens","eng Premier League, fr Ligue 1",DF,Defender,0.012,0.024,0.244,4.141,0.183,1.218,1.766,0.061,7.0,7.0,14.3,19.1,19.1,37.2,13.8,13.8,30.8,67.7,67.7,72.3,3.6,3.6,7.1,29.6,29.6,20.5,96.7,96.7,94.8,5.5,5.5,12.2,abdukodir_khusanov_uz_uzb_2004_0,Abdukodir Khusanov,1478,-0.8672953581153539,-0.906174043719756,-1.0694603511349137,0.3045908222833576,-1.1741080032565354,-0.5783156764227745,1.9860844566933733,-1.0540988663421,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3815, ""Attacking Fullback / Playmaker"": 0.2687, ""Ball-Playing Defender"": 0.3498}",-2.648,0.197
Abdul Fatawu Issahaku,gh GHA,2004.0,579,11,0,2,0.4,1.6,6,17,42,21,4,29,20.0,Leicester City,eng Premier League,FW,Forward,0.062,0.249,0.933,2.642,6.528,3.264,0.622,4.508,42.4,42.4,0.9,94.1,94.1,88.1,56.0,56.0,34.4,31.2,31.2,63.2,99.3,99.3,97.6,97.2,97.2,99.1,40.3,40.3,89.8,99.9,99.9,99.6,abdul_fatawu_issahaku_gh_gha_2004_0,Abdul Fatawu Issahaku,579,-0.5036706575965411,1.8144617889743455,-0.0023755433880211,-0.5718709893472207,3.709545484069293,2.0881285237301896,-0.3756203697848713,5.845219567505763,1,Dynamic Winger / Dribbler,"{""Clinical Finisher / Poacher"": 0.1368, ""Dynamic Winger / Dribbler"": 0.8632}",4.322,2.622
Abdul Mumin,gh GHA,1998.0,2017,24,2,1,0.6,0.2,1,40,12,37,23,5,26.0,Rayo Vallecano,es La Liga,DF,Defender,0.027,0.009,0.045,1.785,0.535,1.651,1.026,0.223,17.9,17.9,34.6,7.8,7.8,17.1,1.8,1.8,4.3,12.3,12.3,6.3,14.8,14.8,25.1,53.9,53.9,48.3,69.1,69.1,52.6,20.2,20.2,37.6,abdul_mumin_gh_gha_1998_0,Abdul Mumin,2017,-0.75820794795971,-1.0875497658993627,-1.3776604625160915,-1.0729568949959236,-0.9031787632977188,-0.014009548042406,0.4584082577476557,-0.8027632274207251,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3907, ""Attacking Fullback / Playmaker"": 0.2782, ""Ball-Playing Defender"": 0.3311}",-2.274,-0.896
Abdón Prats,es ESP,1992.0,456,24,2,0,1.5,0.1,3,7,0,2,1,1,31.0,Mallorca,es La Liga,"FW,MF",Forward,0.296,0.02,0.592,1.382,0.0,0.395,0.197,0.197,87.8,87.8,59.4,16.6,16.6,2.7,35.8,35.8,11.3,6.2,6.2,20.4,0.4,0.4,0.3,3.3,3.3,12.4,9.5,9.5,32.5,18.0,18.0,4.4,abd_n_prats_es_esp_1992_0,Abdón Prats,456,1.1980929408315026,-0.9545409029676508,-0.5304973422874266,-1.3085900571621163,-1.3149604206214884,-1.6508882945683705,-1.2530019705307227,-0.8431010460130444,0,Clinical Finisher / Poacher,"{""Clinical Finisher / Poacher"": 0.5714, ""Dynamic Winger / Dribbler"": 0.4286}",-0.55,-3.155
Abel,es ESP,2000.0,2074,35,2,0,0.5,1.0,16,77,50,61,18,18,23.0,Osasuna,es La Liga,DF,Defender,0.022,0.043,0.694,3.341,2.17,2.647,0.781,0.781,14.3,14.3,28.1,30.5,30.5,54.3,41.6,41.6,68.6,49.6,49.6,50.9,71.4,71.4,82.9,89.7,89.7,91.1,51.6,51.6,26.9,63.9,63.9,83.6,abel_es_esp_2000_0,Abel,2074,-0.7945704180115913,-0.6764314622922539,-0.3725254259010943,-0.1631673160118141,0.3552567688973527,1.2840248719734062,-0.0473764297411292,0.0629484177528992,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.1573, ""Attacking Fullback / Playmaker"": 0.3804, ""Ball-Playing Defender"": 0.4623}",-0.768,0.743
Abel Ruiz,es ESP,2000.0,1346,23,4,0,3.0,0.5,8,23,21,6,5,7,24.0,Girona,es La Liga,FW,Forward,0.201,0.033,0.535,1.538,1.404,0.401,0.334,0.468,76.8,76.8,28.5,25.0,25.0,5.8,31.9,31.9,7.9,8.4,8.4,25.3,49.3,49.3,30.6,3.3,3.3,12.6,18.9,18.9,58.8,42.3,42.3,19.8,abel_ruiz_es_esp_2000_0,Abel Ruiz,1346,0.5072060098457585,-0.7973486104119917,-0.618775766150377,-1.217377220194558,-0.2343222021493902,-1.6430688101104438,-0.9701754309961776,-0.4226568599161767,0,Clinical Finisher / Poacher,"{""Clinical Finisher / Poacher"": 0.5502, ""Dynamic Winger / Dribbler"": 0.4498}",-0.202,-2.465
Abner,br BRA,2000.0,1090,19,1,1,0.6,1.1,11,66,31,29,5,6,24.0,Lyon,fr Ligue 1,DF,Defender,0.05,0.091,0.908,5.45,2.56,2.394,0.413,0.495,34.7,34.7,61.2,55.6,55.6,76.9,54.7,54.7,77.7,86.3,86.3,90.5,80.4,80.4,90.6,83.6,83.6,82.6,24.9,24.9,3.8,44.1,44.1,68.4,abner_br_bra_2000_0,Abner,1090,-0.590940585721056,-0.0960291513175122,-0.0410941503454555,1.0699600760688326,0.655434051806269,0.9543032773308358,-0.8070856746222429,-0.3807675867626143,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.1285, ""Attacking Fullback / Playmaker"": 0.4217, ""Ball-Playing Defender"": 0.4499}",0.046,1.042
Achraf Hakimi,ma MAR,1998.0,2066,25,4,6,2.9,6.2,50,183,93,48,31,26,25.0,Paris S-G,fr Ligue 1,DF,Defender,0.126,0.27,2.178,7.972,4.051,2.091,1.35,1.133,64.5,64.5,95.6,96.3,96.3,99.2,95.5,95.5,99.3,98.0,98.0,99.1,93.8,93.8,98.4,73.1,73.1,70.5,86.0,86.0,78.9,79.1,79.1,94.0,achraf_hakimi_ma_mar_1998_0,Achraf Hakimi,2066,-0.0382310409324607,2.068387800025796,1.9258110830922124,2.544567607044362,1.8030348949272796,0.5594193122055435,1.1272827016103757,0.6090604233104544,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.0135, ""Attacking Fullback / Playmaker"": 0.8515, ""Ball-Playing Defender"": 0.135}",2.468,3.32
Adam Armstrong,eng ENG,1997.0,1248,20,2,2,2.3,1.2,9,21,25,12,3,6,27.0,Southampton,eng Premier League,"FW,MF",Forward,0.166,0.087,0.649,1.514,1.803,0.865,0.216,0.433,72.3,72.3,19.3,53.7,53.7,27.8,39.1,39.1,14.4,8.0,8.0,24.2,63.3,63.3,42.8,14.4,14.4,41.5,10.6,10.6,35.9,38.6,38.6,16.6,adam_armstrong_eng_eng_1997_0,Adam Armstrong,1248,0.2526687194825895,-0.1443960105654074,-0.4422189184244761,-1.231409964343413,0.0727822488266547,-1.0383620120307884,-1.2137778519091436,-0.4769577695596836,0,Clinical Finisher / Poacher,"{""Clinical Finisher / Poacher"": 0.5473, ""Dynamic Winger / Dribbler"": 0.4527}",0.179,-1.948
Adam Aznou,ma MAR,2006.0,893,15,0,0,0.3,0.3,6,26,16,28,10,19,18.0,"Valladolid, Bayern Munich","es La Liga, de Bundesliga",DF,Defender,0.03,0.03,0.605,2.62,1.613,2.822,1.008,1.915,20.1,20.1,38.6,23.1,23.1,44.4,36.5,36.5,64.8,30.7,30.7,26.7,57.3,57.3,67.9,92.7,92.7,94.0,67.8,67.8,50.9,94.9,94.9,99.6,adam_aznou_ma_mar_2006_0,Adam Aznou,893,-0.7363904659285812,-0.8336237548479131,-0.5103636666695607,-0.5847343381503378,-0.0734579659238428,1.5120931686629318,0.421248566421949,1.8222978902025229,0,Ball-Playing Defender,"{""Stopper / Defensive Destroyer"": 0.0092, ""Attacking Fullback / Playmaker"": 0.5394, ""Ball-Playing Defender"": 0.4515}",-0.583,0.901
Adam Hložek,cz CZE,2002.0,1871,27,8,4,5.6,3.5,20,68,54,22,4,33,22.0,Hoffenheim,de Bundesliga,"FW,MF",Forward,0.269,0.168,0.962,3.271,2.598,1.058,0.192,1.587,85.4,85.4,53.1,81.4,81.4,65.2,57.8,57.8,37.7,47.8,47.8,76.9,81.1,81.1,59.0,21.5,21.5,51.6,9.2,9.2,31.3,89.7,89.7,76.7,adam_hlo_ek_cz_cze_2002_0,Adam Hložek,1871,1.001735602551344,0.8350328892044693,0.0425380406826026,-0.2040961531126418,0.6846820947563684,-0.7868352619674832,-1.2633241070100856,1.313420794114801,1,Dynamic Winger / Dribbler,"{""Clinical Finisher / Poacher"": 0.5064, ""Dynamic Winger / Dribbler"": 0.4936}",2.093,-0.934
Adam Marušić,me MNE,1992.0,2337,35,4,0,2.0,0.6,13,84,23,32,16,10,31.0,Lazio,it Serie A,DF,Defender,0.077,0.023,0.501,3.235,0.886,1.232,0.616,0.385,49.8,49.8,83.5,18.4,18.4,36.0,30.3,30.3,59.4,46.6,46.6,47.2,30.1,30.1,44.9,30.2,30.2,21.1,39.8,39.8,14.0,34.3,34.3,57.6,adam_maru_i__me_mne_1992_0,Adam Marušić,2337,-0.3945832474408972,-0.9182657585317296,-0.6714330716124879,-0.2251452693359245,-0.6330192086796943,-0.5600702126876124,-0.3880069335601068,-0.5514275884993503,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3451, ""Attacking Fullback / Playmaker"": 0.3228, ""Ball-Playing Defender"": 0.3321}",-1.119,-0.906
Adam Masina,ma MAR,1994.0,1919,28,1,2,0.7,0.3,4,73,15,33,27,6,30.0,Torino,it Serie A,DF,Defender,0.033,0.014,0.188,3.424,0.703,1.548,1.266,0.281,22.4,22.4,41.4,12.1,12.1,25.9,9.4,9.4,21.3,51.9,51.9,53.3,22.1,22.1,34.6,47.8,47.8,40.4,82.7,82.7,74.1,25.8,25.8,46.3,adam_masina_ma_mar_1994_0,Adam Masina,1919,-0.7145729838974524,-1.0270911918394936,-1.1561900307195667,-0.1146374091636902,-0.7738716260446473,-0.1482440312368123,0.9538708087570776,-0.7127788628686279,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.392, ""Attacking Fullback / Playmaker"": 0.2723, ""Ball-Playing Defender"": 0.3357}",-2.133,-0.18
Adam Obert,sk SVK,2002.0,1077,21,1,1,0.9,0.4,10,50,12,31,23,5,21.0,Cagliari,it Serie A,DF,Defender,0.075,0.033,0.836,4.178,1.003,2.591,1.922,0.418,48.9,48.9,82.5,25.0,25.0,47.3,50.8,50.8,75.8,68.4,68.4,72.9,35.2,35.2,49.9,88.8,88.8,90.4,97.8,97.8,96.4,37.2,37.2,60.6,adam_obert_sk_svk_2002_0,Adam Obert,1077,-0.4091282354616497,-0.7973486104119917,-0.1526037383828667,0.3262246361795092,-0.5429660238070195,1.2110430170327586,2.308135114849497,-0.5002295879783295,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.2326, ""Attacking Fullback / Playmaker"": 0.386, ""Ball-Playing Defender"": 0.3814}",-1.97,1.497
Adam Smith,eng ENG,1991.0,1590,25,0,0,0.7,0.4,8,49,15,24,15,6,33.0,Bournemouth,eng Premier League,DF,Defender,0.04,0.023,0.453,2.774,0.849,1.358,0.849,0.34,27.6,27.6,49.7,18.4,18.4,36.0,26.8,26.8,53.6,34.7,34.7,32.1,28.3,28.3,42.5,37.5,37.5,29.0,56.1,56.1,33.0,30.4,30.4,52.9,adam_smith_eng_eng_1991_0,Adam Smith,1590,-0.6636655258248185,-0.9182657585317296,-0.7457727969707619,-0.4946908965285173,-0.6614975662890017,-0.395861039071154,0.0930046263782069,-0.6212430437552877,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.3524, ""Attacking Fullback / Playmaker"": 0.3012, ""Ball-Playing Defender"": 0.3464}",-1.486,-0.711
Adam Webster,eng ENG,1995.0,887,14,0,0,0.2,0.5,3,63,8,10,20,1,29.0,Brighton,eng Premier League,DF,Defender,0.02,0.051,0.304,6.392,0.812,1.015,2.029,0.101,12.6,12.6,25.1,34.1,34.1,58.6,18.1,18.1,39.2,92.9,92.9,96.0,26.8,26.8,41.0,19.7,19.7,10.0,98.7,98.7,97.9,7.9,7.9,17.0,adam_webster_eng_eng_1995_0,Adam Webster,887,-0.8091154060323437,-0.5796977437964637,-0.9765356944370708,1.6207452839113976,-0.6899759238983091,-0.8428749005826238,2.529028835507865,-0.9920406838923778,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.2939, ""Attacking Fullback / Playmaker"": 0.308, ""Ball-Playing Defender"": 0.3981}",-2.27,1.126
Adam Wharton,eng ENG,2004.0,1318,20,0,2,0.4,3.0,26,107,14,34,20,2,20.0,Crystal Palace,eng Premier League,MF,Midfielder,0.027,0.205,1.775,7.307,0.956,2.322,1.366,0.137,17.9,17.9,10.4,88.8,88.8,86.6,88.7,88.7,84.4,97.0,97.0,93.5,33.2,33.2,27.4,81.7,81.7,72.0,86.5,86.5,85.8,12.6,12.6,4.5,adam_wharton_eng_eng_2004_0,Adam Wharton,1318,-0.75820794795971,1.282426337247499,1.3016671389383696,2.1557436545865003,-0.5791412348242478,0.8604694638357168,1.160313538344337,-0.9361883196876276,1,Box-to-Box / Pressing Engine,"{""Box-to-Box / Pressing Engine"": 0.4808, ""Deep-Lying Playmaker"": 0.5192}",-0.12,2.65
Adama Boiro,es ESP,2002.0,1101,18,0,0,0.3,0.5,5,46,25,20,12,8,22.0,Athletic Club,es La Liga,"DF,FW",Defender,0.025,0.041,0.409,3.76,2.044,1.635,0.981,0.654,16.4,16.4,32.0,29.6,29.6,53.3,24.9,24.9,50.5,59.4,59.4,62.0,68.1,68.1,79.5,53.4,53.4,47.9,66.1,66.1,48.1,55.2,55.2,78.7,adama_boiro_es_esp_2002_0,Adama Boiro,1101,-0.7727529359804625,-0.7006148919162014,-0.8139175452158465,0.0818210089202818,0.2582764159575491,-0.0348615065968769,0.365509029433389,-0.1340863115249686,1,Stopper / Defensive Destroyer,"{""Stopper / Defensive Destroyer"": 0.2351, ""Attacking Fullback / Playmaker"": 0.3508, ""Ball-Playing Defender"": 0.4142}",-0.987,0.186
Adama Traoré,es ESP,1996.0,1772,36,2,7,4.0,4.9,42,68,100,20,1,48,28.0,Fulham,eng Premier League,"FW,MF",Forward,0.203,0.249,2.133,3.454,5.079,1.016,0.051,2.438,77.2,77.2,29.3,94.1,94.1,88.1,95.0,95.0,91.9,52.6,52.6,80.5,97.7,97.7,92.9,19.8,19.8,49.9,2.2,2.2,7.6,98.1,98.1,94.2,adama_traor__es_esp_1996_0,Adama Traoré,1772,0.521750997866511,1.8144617889743455,1.8561175905688303,-0.0970964789776211,2.5942714252615504,-0.8415716531729693,-1.554408355728121,2.6337086257326408,1,Dynamic Winger / Dribbler,"{""Clinical Finisher / Poacher"": 0.4021, ""Dynamic Winger / Dribbler"": 0.5979}",4.651,0.292
Ademola Lookman,ng NGA,1997.0,2247,31,15,5,9.5,7.1,61,73,142,32,3,37,26.0,Atalanta,it Serie A,"MF,FW",Midfielder,0.381,0.284,2.443,2.924,5.688,1.282,0.12,1.482,93.6,93.6,98.0,97.1,97.1,97.5,97.5,97.5,96.2,38.8,38.8,17.4,98.8,98.8,99.5,32.5,32.5,16.9,4.8,4.8,1.5,87.3,87.3,86.3,ademola_lookman_ng_nga_1997_0,Ademola Lookman,2247,1.8162549317134844,2.237671807393428,2.3362283168410176,-0.4069862455981726,3.0630097978039346,-0.4949078422048908,-1.4119628723129125,1.1505180651842803,0,Deep-Lying Playmaker,"{""Box-to-Box / Pressing Engine"": 0.1368, ""Deep-Lying Playmaker"": 0.8632}",4.951,-0.103
Adnan Januzaj,be BEL,1995.0,598,18,2,1,0.8,1.1,17,41,24,10,2,14,29.0,Las Palmas,es La Liga,"MF,FW",Midfielder,0.12,0.166,2.559,6.171,3.612,1.505,0.301,2.107,63.9,63.9,66.5,80.9,80.9,77.8,98.2,98.2,97.2,91.7,91.7,84.1,91.7,91.7,94.2,45.2,45.2,29.2,16.5,16.5,8.6,95.9,95.9,96.7,adnan_januzaj_be_bel_1995_0,Adnan Januzaj,598,-0.0818660049947182,0.8108494595805217,2.515882653123513,1.4915270982073563,1.4651430303195505,-0.204283669851953,-1.038301531759973,2.1201771659611897,0,Deep-Lying Playmaker,"{""Box-to-Box / Pressing Engine"": 0.3651, ""Deep-Lying Playmaker"": 0.6349}",3.413,1.63
